# Undirected graph (each unordered pair of nodes is saved once): investor_network_undirected_unweighted.txt
# Nodes: 512 Edges: 3232
# NodeId	NodeId
17	49
17	53
17	57
17	59
17	66
17	67
17	72
17	84
17	97
17	106
17	108
17	126
17	131
17	140
17	148
17	159
17	182
17	184
17	190
17	208
17	251
17	318
17	378
17	495
178	232
146	182
146	221
146	255
146	268
146	361
207	225
151	177
151	214
31	32
31	33
31	39
31	41
31	49
31	52
31	61
31	63
31	64
31	67
31	70
31	83
31	101
31	102
31	113
31	120
31	133
31	137
31	146
31	151
31	155
31	166
31	186
31	187
31	192
31	208
31	212
31	234
31	248
31	251
14	41
14	143
14	238
291	301
67	133
67	167
67	201
67	251
67	347
218	251
218	275
175	188
139	158
139	160
139	276
139	291
139	376
305	476
305	506
215	264
4	5
4	7
4	8
4	9
4	10
4	11
4	12
4	13
4	15
4	17
4	18
4	19
4	20
4	21
4	22
4	23
4	24
4	25
4	26
4	27
4	28
4	30
4	31
4	32
4	33
4	34
4	35
4	36
4	37
4	39
4	40
4	41
4	42
4	43
4	44
4	45
4	49
4	50
4	52
4	53
4	54
4	55
4	56
4	57
4	58
4	59
4	61
4	62
4	63
4	64
4	65
4	66
4	68
4	69
4	70
4	72
4	77
4	78
4	79
4	83
4	84
4	85
4	86
4	88
4	89
4	94
4	95
4	96
4	100
4	104
4	105
4	106
4	108
4	111
4	113
4	114
4	117
4	120
4	123
4	125
4	131
4	134
4	135
4	138
4	139
4	146
4	148
4	154
4	155
4	162
4	163
4	167
4	182
4	190
4	193
4	207
4	208
4	209
4	213
4	221
4	225
4	228
4	231
4	235
4	243
4	248
4	254
4	268
4	271
4	276
4	286
4	290
4	305
4	315
4	317
4	318
4	322
4	327
4	333
4	341
4	356
4	378
4	379
4	388
4	400
4	416
4	472
4	476
4	482
4	506
349	412
263	293
89	91
89	93
89	94
89	107
89	108
89	123
89	138
89	153
89	473
138	146
138	166
138	182
138	233
138	268
138	303
138	335
351	448
353	377
451	475
182	208
182	268
156	160
156	165
156	180
156	254
156	341
156	435
60	62
60	70
60	117
60	136
60	140
60	142
60	156
60	160
60	163
60	220
60	260
60	435
75	86
75	97
75	98
75	138
75	193
75	398
365	480
155	158
155	186
155	187
155	276
6	7
6	10
6	16
6	55
6	101
9	10
9	11
9	12
9	13
9	15
9	16
9	17
9	20
9	22
9	23
9	24
9	25
9	26
9	29
9	31
9	32
9	33
9	34
9	35
9	36
9	40
9	41
9	44
9	47
9	48
9	54
9	55
9	57
9	58
9	60
9	62
9	63
9	64
9	65
9	67
9	68
9	69
9	71
9	72
9	78
9	89
9	97
9	100
9	101
9	105
9	108
9	109
9	114
9	125
9	133
9	135
9	142
9	154
9	155
9	158
9	159
9	163
9	166
9	167
9	168
9	176
9	182
9	184
9	197
9	208
9	209
9	220
9	221
9	224
9	234
9	250
9	251
9	257
9	272
9	276
9	285
9	287
9	367
9	373
9	379
9	382
9	407
9	410
9	417
9	422
9	428
9	433
9	470
9	477
9	502
65	75
65	86
65	87
65	138
65	209
65	277
65	288
65	329
65	401
476	506
147	274
147	287
24	25
24	26
24	27
24	29
24	31
24	32
24	33
24	34
24	35
24	37
24	44
24	45
24	52
24	59
24	60
24	63
24	66
24	67
24	83
24	84
24	106
24	118
24	127
24	133
24	140
24	154
24	168
24	206
24	215
24	235
24	251
24	258
24	264
24	271
24	328
24	341
24	362
24	379
24	394
24	486
132	168
132	200
132	254
132	294
102	126
102	127
102	187
102	200
102	212
102	262
102	327
102	415
56	104
56	121
56	154
56	201
56	249
56	293
56	327
56	335
56	404
7	13
7	17
7	19
7	21
7	22
7	27
7	31
7	34
7	39
7	41
7	45
7	46
7	47
7	48
7	50
7	52
7	55
7	57
7	63
7	64
7	66
7	67
7	69
7	73
7	77
7	82
7	94
7	101
7	115
7	128
7	135
7	145
7	148
7	149
7	150
7	162
7	163
7	166
7	170
7	176
7	184
7	189
7	204
7	208
7	241
7	322
7	345
7	384
7	431
7	449
7	473
7	491
70	93
70	97
70	106
70	111
70	112
70	137
70	151
70	192
70	224
70	262
70	273
70	296
70	382
70	402
179	214
367	407
243	254
243	326
243	343
272	285
105	128
105	133
105	154
105	157
105	195
105	326
112	133
112	178
112	247
112	413
112	414
21	22
21	23
21	24
21	25
21	26
21	27
21	28
21	29
21	30
21	31
21	37
21	39
21	42
21	43
21	49
21	52
21	53
21	58
21	59
21	60
21	63
21	66
21	70
21	77
21	83
21	101
21	108
21	112
21	113
21	121
21	126
21	127
21	155
21	162
21	163
21	176
21	193
21	233
21	247
21	248
21	271
21	303
21	315
21	316
21	325
21	372
21	401
21	406
21	414
21	436
103	104
103	113
103	114
103	127
103	129
103	159
103	160
103	165
103	187
103	223
103	273
103	347
103	352
116	158
116	194
116	219
81	118
81	128
81	380
325	327
98	100
98	168
98	193
98	233
96	116
96	134
96	194
96	305
96	476
96	506
52	61
52	63
52	66
52	86
52	91
52	102
52	128
52	141
52	200
52	249
52	356
55	60
55	61
55	62
55	64
55	65
55	70
55	75
55	101
55	104
55	114
55	117
55	127
55	134
55	136
55	137
55	138
55	142
55	145
55	149
55	152
55	156
55	160
55	165
55	166
55	177
55	192
55	212
55	221
55	254
55	268
55	287
55	333
55	341
55	343
55	410
55	422
55	435
55	446
55	498
55	505
284	478
74	79
74	170
74	232
74	381
104	132
104	134
104	160
104	207
104	213
104	225
104	227
104	249
104	263
104	293
104	327
39	43
39	50
39	52
39	59
39	61
39	63
39	66
39	77
39	79
39	84
39	85
39	89
39	93
39	96
39	103
39	104
39	107
39	109
39	111
39	114
39	125
39	134
39	138
39	159
39	177
39	191
39	207
39	213
39	225
39	233
39	295
39	303
39	347
39	352
39	356
39	395
39	425
159	263
159	347
159	352
141	147
141	259
141	274
141	287
405	420
91	101
91	111
91	161
91	259
91	294
91	296
91	470
171	362
171	488
140	260
62	64
62	66
62	96
62	106
62	114
62	135
62	176
62	189
62	206
62	268
62	304
62	333
62	455
62	487
62	494
323	385
163	243
163	315
163	326
163	435
195	242
195	269
195	292
195	328
195	396
50	57
50	60
50	61
50	76
50	93
50	135
50	147
50	152
50	156
50	168
50	170
50	260
50	307
50	340
50	344
312	348
312	353
312	440
63	68
63	73
63	84
63	85
63	102
63	113
63	117
63	127
63	146
63	196
63	213
63	262
63	356
63	377
107	126
107	173
107	207
107	267
107	317
107	448
328	396
172	204
193	209
48	50
48	56
48	91
48	134
48	141
48	213
48	222
48	234
48	259
48	296
48	304
48	475
391	479
164	339
166	192
166	212
166	248
166	287
166	410
166	422
166	464
0	1
0	2
0	3
0	4
0	5
0	7
0	8
0	9
0	10
0	11
0	12
0	13
0	15
0	16
0	17
0	18
0	19
0	20
0	21
0	22
0	23
0	24
0	25
0	26
0	27
0	29
0	30
0	31
0	32
0	33
0	34
0	35
0	36
0	37
0	38
0	39
0	40
0	41
0	42
0	43
0	44
0	45
0	47
0	49
0	52
0	53
0	54
0	55
0	57
0	58
0	59
0	61
0	62
0	63
0	64
0	65
0	66
0	67
0	68
0	69
0	70
0	71
0	72
0	73
0	75
0	77
0	78
0	82
0	83
0	85
0	88
0	89
0	91
0	97
0	99
0	100
0	101
0	102
0	103
0	104
0	106
0	108
0	109
0	114
0	115
0	117
0	120
0	121
0	123
0	125
0	127
0	128
0	132
0	134
0	138
0	141
0	142
0	143
0	146
0	148
0	149
0	153
0	156
0	159
0	161
0	165
0	175
0	176
0	184
0	189
0	191
0	193
0	200
0	207
0	208
0	210
0	215
0	223
0	224
0	227
0	228
0	233
0	241
0	247
0	253
0	254
0	258
0	262
0	268
0	278
0	280
0	303
0	305
0	317
0	320
0	327
0	333
0	341
0	343
0	345
0	347
0	352
0	353
0	359
0	373
0	377
0	384
0	388
0	393
0	407
0	412
0	414
0	417
0	427
0	451
0	469
0	475
0	485
0	489
33	35
33	37
33	39
33	41
33	43
33	49
33	50
33	52
33	54
33	61
33	62
33	72
33	77
33	79
33	85
33	97
33	101
33	102
33	104
33	108
33	113
33	117
33	120
33	121
33	153
33	154
33	162
33	165
33	200
33	206
33	221
33	232
33	255
33	262
33	264
33	271
33	280
33	322
33	355
33	365
173	267
173	285
229	273
94	108
94	139
94	176
94	253
94	264
94	279
94	282
332	411
361	365
361	480
283	359
165	173
165	254
165	285
165	341
165	466
165	484
88	108
88	257
88	472
232	426
10	11
10	12
10	13
10	15
10	17
10	19
10	20
10	21
10	22
10	23
10	24
10	25
10	26
10	27
10	28
10	29
10	30
10	31
10	33
10	35
10	37
10	39
10	41
10	42
10	43
10	44
10	45
10	46
10	47
10	52
10	53
10	55
10	56
10	58
10	59
10	60
10	61
10	62
10	63
10	64
10	66
10	68
10	69
10	73
10	79
10	80
10	83
10	84
10	85
10	96
10	97
10	101
10	103
10	104
10	106
10	109
10	111
10	113
10	114
10	117
10	120
10	121
10	122
10	127
10	131
10	132
10	134
10	141
10	143
10	146
10	150
10	154
10	159
10	163
10	174
10	177
10	213
10	216
10	225
10	240
10	249
10	250
10	254
10	258
10	263
10	268
10	293
10	294
10	295
10	315
10	322
10	333
10	347
10	352
10	356
10	365
10	394
10	395
10	417
10	425
10	455
10	495
29	30
29	32
29	33
29	35
29	42
29	44
29	48
29	49
29	50
29	52
29	53
29	54
29	55
29	58
29	59
29	60
29	61
29	63
29	64
29	68
29	101
29	102
29	121
29	127
29	134
29	167
29	178
29	195
29	200
29	203
29	243
29	262
29	269
29	285
29	323
29	343
29	353
29	385
29	425
29	427
29	490
29	498
212	248
212	415
297	342
176	316
176	487
12	15
12	16
12	17
12	18
12	19
12	20
12	24
12	25
12	26
12	27
12	30
12	31
12	32
12	33
12	34
12	35
12	37
12	38
12	52
12	61
12	63
12	70
12	81
12	99
12	101
12	104
12	108
12	115
12	117
12	118
12	121
12	128
12	132
12	146
12	157
12	159
12	176
12	200
12	203
12	224
12	229
12	239
12	240
12	262
12	273
12	294
12	296
12	303
78	97
78	117
78	149
78	161
78	169
78	253
78	261
78	262
78	290
149	150
149	219
348	440
206	271
167	207
167	225
115	123
115	147
115	156
115	296
115	348
115	473
51	75
51	84
51	86
51	87
51	153
51	209
100	268
145	152
145	287
145	343
145	495
205	284
205	478
44	47
44	49
44	53
44	56
44	58
44	64
44	65
44	69
44	72
44	83
44	86
44	91
44	121
44	125
44	128
44	187
44	190
44	194
44	349
44	400
44	403
44	412
44	442
87	153
87	194
87	332
87	411
18	23
18	24
18	26
18	27
18	28
18	33
18	34
18	45
18	46
18	87
18	94
18	97
18	120
18	121
18	132
8	9
8	10
8	11
8	12
8	13
8	15
8	16
8	17
8	18
8	20
8	21
8	22
8	23
8	24
8	25
8	26
8	27
8	28
8	29
8	30
8	32
8	33
8	34
8	37
8	41
8	42
8	43
8	44
8	45
8	49
8	52
8	53
8	54
8	55
8	57
8	58
8	61
8	62
8	63
8	77
8	81
8	83
8	89
8	94
8	101
8	103
8	106
8	108
8	125
8	128
8	133
8	149
8	151
8	156
8	161
8	164
8	174
8	180
8	222
8	228
8	229
8	233
8	239
8	240
8	273
8	280
8	287
8	339
8	405
8	416
8	420
8	454
8	455
8	503
109	138
109	156
109	233
109	303
109	357
120	121
120	123
120	133
120	380
97	98
97	106
97	111
97	120
97	147
97	191
97	193
97	224
97	282
97	380
221	322
22	29
22	31
22	32
22	33
22	34
22	37
22	39
22	41
22	42
22	43
22	44
22	45
22	54
22	55
22	63
22	64
22	65
22	66
22	73
22	75
22	77
22	83
22	85
22	96
22	103
22	105
22	107
22	108
22	113
22	117
22	127
22	132
22	137
22	138
22	146
22	154
22	159
22	162
22	165
22	166
22	167
22	172
22	174
22	177
22	192
22	206
22	207
22	212
22	231
22	248
22	257
22	271
22	285
22	305
22	347
22	349
22	352
22	372
22	412
22	476
22	506
144	160
144	211
79	85
79	104
79	113
79	127
79	134
79	163
79	213
79	225
79	232
79	243
79	291
79	301
79	326
79	355
25	26
25	27
25	29
25	30
25	32
25	33
25	34
25	35
25	37
25	39
25	41
25	43
25	44
25	47
25	50
25	52
25	55
25	56
25	58
25	59
25	62
25	63
25	68
25	70
25	72
25	78
25	81
25	83
25	84
25	86
25	97
25	101
25	102
25	108
25	111
25	114
25	115
25	127
25	128
25	131
25	132
25	135
25	138
25	144
25	146
25	147
25	155
25	156
25	158
25	159
25	165
25	176
25	182
25	195
25	233
25	254
25	258
25	268
25	269
25	288
25	333
25	341
25	453
118	123
118	131
118	302
118	439
428	470
37	39
37	41
37	42
37	43
37	44
37	47
37	53
37	85
37	101
37	102
37	131
37	153
37	229
37	313
37	318
37	361
37	365
37	378
37	461
37	480
37	495
219	300
219	349
219	385
40	47
40	49
40	68
40	71
40	92
40	105
40	133
40	139
40	144
40	155
40	186
40	189
40	191
40	197
40	220
40	252
40	276
40	358
347	352
133	161
133	165
133	173
133	251
133	278
133	285
133	326
133	376
133	503
137	142
137	165
137	166
137	192
137	212
137	248
137	355
137	382
137	484
122	169
122	209
58	63
58	84
58	127
58	213
58	229
58	242
58	273
69	84
69	86
69	131
69	135
69	223
69	286
66	67
66	70
66	84
66	86
66	94
66	106
66	109
66	161
66	193
66	279
66	336
66	395
66	425
66	486
249	263
249	293
187	212
187	223
187	312
187	348
187	415
187	440
433	502
49	53
49	58
49	61
49	63
49	67
49	68
49	72
49	77
49	78
49	79
49	102
49	127
49	128
49	140
49	163
49	243
49	262
49	273
49	326
49	469
255	323
255	377
340	344
189	208
189	345
231	368
101	108
101	117
101	121
101	125
101	147
101	159
101	195
101	233
101	263
101	269
101	351
101	448
2	3
2	4
2	5
2	7
2	8
2	9
2	10
2	11
2	13
2	15
2	17
2	20
2	21
2	22
2	23
2	24
2	25
2	26
2	27
2	29
2	30
2	31
2	32
2	34
2	37
2	40
2	41
2	42
2	43
2	44
2	45
2	47
2	48
2	49
2	52
2	54
2	55
2	57
2	58
2	61
2	62
2	63
2	67
2	68
2	71
2	73
2	78
2	80
2	82
2	88
2	90
2	91
2	92
2	96
2	100
2	101
2	102
2	103
2	104
2	105
2	106
2	113
2	115
2	124
2	125
2	127
2	133
2	134
2	135
2	138
2	144
2	155
2	159
2	161
2	166
2	207
2	211
2	229
2	234
2	251
2	252
2	257
2	262
2	273
2	276
2	294
2	309
2	343
2	347
2	368
2	397
2	403
2	417
2	419
2	470
197	220
197	294
197	391
197	479
259	296
259	509
23	24
23	25
23	26
23	27
23	29
23	30
23	31
23	32
23	33
23	37
23	39
23	41
23	43
23	44
23	45
23	47
23	52
23	59
23	60
23	66
23	69
23	70
23	78
23	80
23	84
23	89
23	91
23	100
23	101
23	103
23	109
23	117
23	120
23	123
23	138
23	141
23	143
23	147
23	191
23	253
23	262
23	288
23	290
23	359
23	362
23	417
317	448
